,校碼,序號,學校名稱,系組名稱,學測檢定標準,,,,,,英聽檢定標準,採計科目及加權,,,,,,,,,,,,,,,,,,,,,,,
dep_id,,,,,國文,英文,數學A,數學B,社會,自然,,數學甲,物理,化學,生物,歷史,地理,公民,國文,英文,數學A,數學B,社會,自然,,,,,,,,,,,
01550,015,44,逢甲大學                ,土地管理學系B組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,1.50 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01507,015,45,逢甲大學                ,財務金融學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01506,015,46,逢甲大學                ,風險管理與保險學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.50 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01539,015,47,逢甲大學                ,財務工程與精算學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.50 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01542,015,48,逢甲大學                ,建築專業學院學士班,,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01533,015,49,逢甲大學                ,人工智慧技術與應用學士學位學程,,,,,,,,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01601,016,1,國立中央大學            ,中國文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01603,016,2,國立中央大學            ,英美語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,1.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01602,016,3,國立中央大學            ,法國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,1.00 ,1.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01631,016,4,國立中央大學            ,文學院學士班,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,0.00 ,1.25 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01629,016,5,國立中央大學            ,數學系計算與資料科學組,,,,,,,,1.50 ,1.25 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01612,016,6,國立中央大學            ,數學系數學科學組,,,,,,,,1.50 ,1.25 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01611,016,7,國立中央大學            ,物理學系,,,,,,,,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01618,016,8,國立中央大學            ,化學學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01623,016,9,國立中央大學            ,光電科學與工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01624,016,10,國立中央大學            ,理學院學士班,,,,,,,,1.50 ,1.25 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01607,016,11,國立中央大學            ,土木工程學系,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01615,016,12,國立中央大學            ,機械工程學系先進材料與精密製造組,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01614,016,13,國立中央大學            ,機械工程學系光機電工程組,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01616,016,14,國立中央大學            ,機械工程學系設計與分析組,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01608,016,15,國立中央大學            ,化學工程與材料工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01627,016,16,國立中央大學            ,工學院學士班,,,,,,,,2.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01604,016,17,國立中央大學            ,企業管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01617,016,18,國立中央大學            ,資訊管理學系,,,,,,,,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01606,016,19,國立中央大學            ,經濟學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01605,016,20,國立中央大學            ,財務金融學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.50 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01620,016,21,國立中央大學            ,電機工程學系,均標,前標,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01619,016,22,國立中央大學            ,資訊工程學系,前標,前標,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01621,016,23,國立中央大學            ,通訊工程學系,均標,前標,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01628,016,24,國立中央大學            ,資訊電機學院學士班,均標,前標,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01609,016,25,國立中央大學            ,大氣科學學系,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01622,016,26,國立中央大學            ,太空科學與工程學系,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01610,016,27,國立中央大學            ,地球科學學系,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01630,016,28,國立中央大學            ,地球科學學院學士班,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01625,016,29,國立中央大學            ,客家語文暨社會科學學系客家語文及傳播組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,1.50 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01632,016,30,國立中央大學            ,客家語文暨社會科學學系客家社會及政策組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,1.50 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01613,016,31,國立中央大學            ,生命科學系,,,,,,,,1.00 ,0.00 ,1.25 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01626,016,32,國立中央大學            ,生醫科學與工程學系,,,,,,,,0.00 ,1.25 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01716,017,1,中國文化大學            ,哲學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
01717,017,2,中國文化大學            ,中國文學系中國文學組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,2.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01718,017,3,中國文化大學            ,中國文學系文藝創作組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,2.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01719,017,4,中國文化大學            ,史學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01720,017,5,中國文化大學            ,日本語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01704,017,6,中國文化大學            ,韓國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01706,017,7,中國文化大學            ,俄國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01721,017,8,中國文化大學            ,英國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01705,017,9,中國文化大學            ,法國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01766,017,10,中國文化大學            ,全球商務學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01740,017,11,中國文化大學            ,應用數學系,,,,,,,,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01741,017,12,中國文化大學            ,光電物理學系,,,,,,,,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01742,017,13,中國文化大學            ,化學系,,,,,,,,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,,,,,,,,,,
01750,017,14,中國文化大學            ,地理學系A組,,,,,,,,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,,,,,,,,,,
01758,017,15,中國文化大學            ,地理學系B組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,,,,,,,,,,
01743,017,16,中國文化大學            ,大氣科學系,,,,,,,,2.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01744,017,17,中國文化大學            ,地質學系,,,,,,,,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01751,017,18,中國文化大學            ,生命科學系,,,,,,,,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01723,017,19,中國文化大學            ,法律學系法學組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01724,017,20,中國文化大學            ,法律學系財經法律組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01753,017,21,中國文化大學            ,法律學系企業金融法制組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01725,017,22,中國文化大學            ,政治學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01726,017,23,中國文化大學            ,經濟學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.75 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01727,017,24,中國文化大學            ,勞動暨人力資源學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
01728,017,25,中國文化大學            ,社會福利學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.50 ,1.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,,,,,,,,,,
01729,017,26,中國文化大學            ,行政管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.50 ,1.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,,,,,,,,,,
01754,017,27,中國文化大學            ,園藝暨生物技術學系,,,,,,,,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01755,017,28,中國文化大學            ,動物科學系,,,,,,,,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01764,017,29,中國文化大學            ,森林暨自然保育學系(A組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01768,017,30,中國文化大學            ,森林暨自然保育學系(B組),,,,,,,,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01756,017,31,中國文化大學            ,土地資源學系A組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01752,017,32,中國文化大學            ,土地資源學系B組,,,,,,,,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01702,017,33,中國文化大學            ,生活應用科學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01707,017,34,中國文化大學            ,保健營養學系,,,,,,,,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01745,017,35,中國文化大學            ,化學工程與材料工程學系(產業製程組),,,,,,,,1.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01759,017,36,中國文化大學            ,化學工程與材料工程學系(尖端材料組),,,,,,,,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01763,017,37,中國文化大學            ,化學工程與材料工程學系(生化科技組),,,,,,,,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01746,017,38,中國文化大學            ,電機工程學系A組,,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01760,017,39,中國文化大學            ,電機工程學系B組,,,,,,,,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01747,017,40,中國文化大學            ,機械工程學系,,,,,,,,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01761,017,41,中國文化大學            ,紡織工程學系,,,,,,,,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01748,017,42,中國文化大學            ,資訊工程學系A組,,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01711,017,43,中國文化大學            ,資訊工程學系B組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01730,017,44,中國文化大學            ,國際貿易學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01731,017,45,中國文化大學            ,國際企業管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01732,017,46,中國文化大學            ,會計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01733,017,47,中國文化大學            ,觀光事業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01734,017,48,中國文化大學            ,資訊管理學系(智慧商務科技組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01708,017,49,中國文化大學            ,資訊管理學系(雲端服務暨巨量資料組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01735,017,50,中國文化大學            ,財務金融學系金融行銷組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01762,017,51,中國文化大學            ,財務金融學系財務金融組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01757,017,52,中國文化大學            ,行銷學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01709,017,53,中國文化大學            ,新聞學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01710,017,54,中國文化大學            ,廣告學系A組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01701,017,55,中國文化大學            ,廣告學系B組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01712,017,56,中國文化大學            ,資訊傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,1.50 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01713,017,57,中國文化大學            ,大眾傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,2.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01736,017,58,中國文化大學            ,美術學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01703,017,59,中國文化大學            ,音樂學系A組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01767,017,60,中國文化大學            ,音樂學系B組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01714,017,61,中國文化大學            ,戲劇學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01737,017,62,中國文化大學            ,都市計劃與開發管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
01749,017,63,中國文化大學            ,建築及都市設計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01715,017,64,中國文化大學            ,景觀學系A組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01769,017,65,中國文化大學            ,景觀學系B組,,,,,,,,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01738,017,66,中國文化大學            ,教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01739,017,67,中國文化大學            ,心理輔導學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,,,,,,,,,,
01765,017,68,中國文化大學            ,運動與健康促進學系,,,,,,,,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01801,018,1,靜宜大學                ,英國語文學系,,,,,,,B,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01802,018,2,靜宜大學                ,西班牙語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
01803,018,3,靜宜大學                ,日本語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
